school_code,school_name,Year,Value
4291,Balarang Public School,2019,94.2
4291,Balarang Public School,2021,92.9
4291,Balarang Public School,2022,89.3
1098,Bald Blair Public School,2011,95.1
1098,Bald Blair Public School,2012,95.1
1098,Bald Blair Public School,2013,96.5
1098,Bald Blair Public School,2014,96.4
1098,Bald Blair Public School,2015,94.3
1098,Bald Blair Public School,2016,94.9
1098,Bald Blair Public School,2017,88.3
1098,Bald Blair Public School,2018,92.8
1098,Bald Blair Public School,2019,92.4
1098,Bald Blair Public School,2021,89
1098,Bald Blair Public School,2022,84.8
3794,Bald Face Public School,2011,96
3794,Bald Face Public School,2012,96.7
3794,Bald Face Public School,2013,96.1
3794,Bald Face Public School,2014,96.3
3794,Bald Face Public School,2015,95.7
3794,Bald Face Public School,2016,96.5
3794,Bald Face Public School,2017,95.7
3794,Bald Face Public School,2018,95.1
3794,Bald Face Public School,2019,93.6
3794,Bald Face Public School,2021,95.1
3794,Bald Face Public School,2022,89.7
3736,Balgowlah Heights Public School,2011,95
3736,Balgowlah Heights Public School,2012,95.7
3736,Balgowlah Heights Public School,2013,95.9
3736,Balgowlah Heights Public School,2014,96
3736,Balgowlah Heights Public School,2015,95.7
3736,Balgowlah Heights Public School,2016,95.9
3736,Balgowlah Heights Public School,2017,95.3
3736,Balgowlah Heights Public School,2018,95.2
3736,Balgowlah Heights Public School,2019,94.8
3736,Balgowlah Heights Public School,2021,94.4
3736,Balgowlah Heights Public School,2022,90.2
3984,Balgowlah North Public School,2011,96.2
3984,Balgowlah North Public School,2012,96.3
3984,Balgowlah North Public School,2013,95.9
3984,Balgowlah North Public School,2014,96.3
3984,Balgowlah North Public School,2015,95.1
3984,Balgowlah North Public School,2016,95.1
3984,Balgowlah North Public School,2017,95.7
3984,Balgowlah North Public School,2018,94.9
3984,Balgowlah North Public School,2019,94.6
3984,Balgowlah North Public School,2021,94.9
3984,Balgowlah North Public School,2022,90.8
1106,Balgownie Public School,2011,96.1
1106,Balgownie Public School,2012,96.6
1106,Balgownie Public School,2013,96.4
1106,Balgownie Public School,2014,96.7
1106,Balgownie Public School,2015,95.1
1106,Balgownie Public School,2016,95.5
1106,Balgownie Public School,2017,95.2
1106,Balgownie Public School,2018,93.9
1106,Balgownie Public School,2019,94.3
1106,Balgownie Public School,2021,93.7
1106,Balgownie Public School,2022,88.5
1111,Ballimore Public School,2011,96.5
1111,Ballimore Public School,2012,95.5
1111,Ballimore Public School,2013,97.9
1111,Ballimore Public School,2014,97.8
1111,Ballimore Public School,2015,98.5
1111,Ballimore Public School,2016,97.5
1111,Ballimore Public School,2017,95.8
1111,Ballimore Public School,2018,92.8
1111,Ballimore Public School,2019,91.9
1111,Ballimore Public School,2021,89.7
1111,Ballimore Public School,2022,86.6
8195,Ballina Coast High School,2011,85
8195,Ballina Coast High School,2012,82
8195,Ballina Coast High School,2013,83.3
8195,Ballina Coast High School,2014,82.7
8195,Ballina Coast High School,2015,82.6
8195,Ballina Coast High School,2016,80.7
8195,Ballina Coast High School,2017,86.9
8195,Ballina Coast High School,2018,84.8
8195,Ballina Coast High School,2019,87.6
8195,Ballina Coast High School,2021,83.1
8195,Ballina Coast High School,2022,77.3
1112,Ballina Public School,2011,91.9
1112,Ballina Public School,2012,91.4
1112,Ballina Public School,2013,92.6
1112,Ballina Public School,2014,93.6
1112,Ballina Public School,2015,93.3
1112,Ballina Public School,2016,92.9
1112,Ballina Public School,2017,89.6
1112,Ballina Public School,2018,90
1112,Ballina Public School,2019,88.2
1112,Ballina Public School,2021,87
1112,Ballina Public School,2022,77.9
7404,Balmain Public School,2011,97.4
7404,Balmain Public School,2012,96.3
7404,Balmain Public School,2013,95.7
7404,Balmain Public School,2014,96.2
7404,Balmain Public School,2015,95.8
7404,Balmain Public School,2016,96.5
7404,Balmain Public School,2017,96.1
7404,Balmain Public School,2018,95.5
7404,Balmain Public School,2019,94.7
7404,Balmain Public School,2021,96.3
7404,Balmain Public School,2022,91.4
1115,Balranald Central School,2011,90.4
1115,Balranald Central School,2012,90.3
1115,Balranald Central School,2013,91.1
1115,Balranald Central School,2014,90.6
1115,Balranald Central School,2015,90.8
1115,Balranald Central School,2016,86.4
1115,Balranald Central School,2017,89.8
1115,Balranald Central School,2018,87.4
1115,Balranald Central School,2019,88.1
1115,Balranald Central School,2021,89.2
1115,Balranald Central School,2022,84.1
1118,Bangalow Public School,2011,93.1
1118,Bangalow Public School,2012,94.8
1118,Bangalow Public School,2013,94.6
1118,Bangalow Public School,2014,94.8
1118,Bangalow Public School,2015,93.3
1118,Bangalow Public School,2016,93
1118,Bangalow Public School,2017,93.3
1118,Bangalow Public School,2018,92.9
1118,Bangalow Public School,2019,92.6
1118,Bangalow Public School,2021,92
1118,Bangalow Public School,2022,86.4
4536,Bangor Public School,2011,94.9
4536,Bangor Public School,2012,94.7
4536,Bangor Public School,2013,95.7
4536,Bangor Public School,2014,95.7
4536,Bangor Public School,2015,95.4
4536,Bangor Public School,2016,94.9
4536,Bangor Public School,2017,95.1
4536,Bangor Public School,2018,94.2
4536,Bangor Public School,2019,93.1
4536,Bangor Public School,2021,94.1
4536,Bangor Public School,2022,89
4571,Banks Public School,2011,93.5
4571,Banks Public School,2012,92.2
4571,Banks Public School,2013,92.9
4571,Banks Public School,2014,93.8
4571,Banks Public School,2015,92.4
4571,Banks Public School,2016,93
4571,Banks Public School,2017,93.9
4571,Banks Public School,2018,93.2
4571,Banks Public School,2019,91.5
4571,Banks Public School,2021,92.7
4571,Banks Public School,2022,88.9
4217,Banksia Road Public School,2011,94.9
4217,Banksia Road Public School,2012,94.8
4217,Banksia Road Public School,2013,95
4217,Banksia Road Public School,2014,95
4217,Banksia Road Public School,2015,92.6
4217,Banksia Road Public School,2016,92.6
4217,Banksia Road Public School,2017,93.4
4217,Banksia Road Public School,2018,93.9
4217,Banksia Road Public School,2019,90.2
4217,Banksia Road Public School,2021,90.5
4217,Banksia Road Public School,2022,83.3
1121,Banksmeadow Public School,2011,95
1121,Banksmeadow Public School,2012,94.5
1121,Banksmeadow Public School,2013,94.9
1121,Banksmeadow Public School,2014,95.9
1121,Banksmeadow Public School,2015,93.7
1121,Banksmeadow Public School,2016,94.8
1121,Banksmeadow Public School,2017,94.4
1121,Banksmeadow Public School,2018,94
1121,Banksmeadow Public School,2019,93.6
1121,Banksmeadow Public School,2021,93.6
1121,Banksmeadow Public School,2022,85.6
8254,Bankstown Girls High School,2011,88
8254,Bankstown Girls High School,2012,89.7
8254,Bankstown Girls High School,2013,90.5
8254,Bankstown Girls High School,2014,88.8
8254,Bankstown Girls High School,2015,88
8254,Bankstown Girls High School,2016,87.7
8254,Bankstown Girls High School,2017,88.9
8254,Bankstown Girls High School,2018,86.1
8254,Bankstown Girls High School,2019,83.7
8254,Bankstown Girls High School,2021,82.6
8254,Bankstown Girls High School,2022,78.4
1124,Bankstown North Public School,2011,95.2
1124,Bankstown North Public School,2012,94.8
1124,Bankstown North Public School,2013,95.8
1124,Bankstown North Public School,2014,95.4
1124,Bankstown North Public School,2015,93.7
1124,Bankstown North Public School,2016,94.2
1124,Bankstown North Public School,2017,93.5
1124,Bankstown North Public School,2018,91.8
1124,Bankstown North Public School,2019,90.2
1124,Bankstown North Public School,2021,92.3
1124,Bankstown North Public School,2022,86.5
7405,Bankstown Public School,2011,93.8
7405,Bankstown Public School,2012,92.8
7405,Bankstown Public School,2013,95.4
7405,Bankstown Public School,2014,94.5
7405,Bankstown Public School,2015,92.7
7405,Bankstown Public School,2016,93.4
7405,Bankstown Public School,2017,91.7
7405,Bankstown Public School,2018,92.4
7405,Bankstown Public School,2019,91.2
7405,Bankstown Public School,2021,91.8
7405,Bankstown Public School,2022,86.8
8381,Bankstown Senior College,2011,86.6
8381,Bankstown Senior College,2012,89.6
8381,Bankstown Senior College,2013,89.4
8381,Bankstown Senior College,2014,92.9
8381,Bankstown Senior College,2015,88.2
8381,Bankstown Senior College,2016,89.3
8381,Bankstown Senior College,2017,89.8
8381,Bankstown Senior College,2018,83.3
8381,Bankstown Senior College,2019,86.9
8381,Bankstown Senior College,2021,81.7
8381,Bankstown Senior College,2022,82.4
5246,Bankstown South Infants School,2011,96.6
5246,Bankstown South Infants School,2012,96.1
5246,Bankstown South Infants School,2013,93.6
5246,Bankstown South Infants School,2014,96.8
5246,Bankstown South Infants School,2015,95
5246,Bankstown South Infants School,2016,92.9
5246,Bankstown South Infants School,2017,95.1
5246,Bankstown South Infants School,2018,94.6
5246,Bankstown South Infants School,2019,90.8
5246,Bankstown South Infants School,2021,95
5246,Bankstown South Infants School,2022,89.7
4142,Bankstown West Public School,2011,95.2
4142,Bankstown West Public School,2012,95.7
4142,Bankstown West Public School,2013,95.8
4142,Bankstown West Public School,2014,96.7
4142,Bankstown West Public School,2015,94.8
4142,Bankstown West Public School,2016,93.8
4142,Bankstown West Public School,2017,94
4142,Bankstown West Public School,2018,93.8
4142,Bankstown West Public School,2019,93.5
4142,Bankstown West Public School,2021,94.1
4142,Bankstown West Public School,2022,89.2
8282,Banora Point High School,2011,84.7
8282,Banora Point High School,2012,85.9
8282,Banora Point High School,2013,84.3
8282,Banora Point High School,2014,88.8
8282,Banora Point High School,2015,89.4
8282,Banora Point High School,2016,87.2
8282,Banora Point High School,2017,86.9
8282,Banora Point High School,2018,85.7
8282,Banora Point High School,2019,87
8282,Banora Point High School,2021,84.9
8282,Banora Point High School,2022,80.1
1129,Banora Point Public School,2011,94.6
1129,Banora Point Public School,2012,94.6
1129,Banora Point Public School,2013,93.2
1129,Banora Point Public School,2014,95.3
1129,Banora Point Public School,2015,94.2
1129,Banora Point Public School,2016,94.8
1129,Banora Point Public School,2017,93.9
1129,Banora Point Public School,2018,93.2
1129,Banora Point Public School,2019,92.6
1129,Banora Point Public School,2021,91.8
1129,Banora Point Public School,2022,88.8
1130,Baradine Central School,2011,89.6
1130,Baradine Central School,2012,91.7
1130,Baradine Central School,2013,91.6
1130,Baradine Central School,2014,91.5
1130,Baradine Central School,2015,88.2
1130,Baradine Central School,2016,90.2
1130,Baradine Central School,2017,90.3
1130,Baradine Central School,2018,87.9
1130,Baradine Central School,2019,87.8
1130,Baradine Central School,2021,85.6
1130,Baradine Central School,2022,76.8
4311,Bardia Public School,2011,95.1
4311,Bardia Public School,2012,93.8
4311,Bardia Public School,2013,93.8
4311,Bardia Public School,2014,94
4311,Bardia Public School,2015,92.5
4311,Bardia Public School,2016,93.7
4311,Bardia Public School,2017,94.4
4311,Bardia Public School,2018,91.7
4311,Bardia Public School,2019,92.2
4311,Bardia Public School,2021,91.9
4311,Bardia Public School,2022,86
5148,Bardwell Park Infants School,2011,94.9
5148,Bardwell Park Infants School,2012,95.3
5148,Bardwell Park Infants School,2013,96.5
5148,Bardwell Park Infants School,2014,97.8
5148,Bardwell Park Infants School,2015,94.9
5148,Bardwell Park Infants School,2016,94.4
5148,Bardwell Park Infants School,2017,94
5148,Bardwell Park Infants School,2018,94.8
5148,Bardwell Park Infants School,2019,93.2
5148,Bardwell Park Infants School,2021,90.9
5148,Bardwell Park Infants School,2022,92.1
1131,Barellan Central School,2011,92.5
1131,Barellan Central School,2012,92.6
1131,Barellan Central School,2013,92.8
1131,Barellan Central School,2014,91.1
1131,Barellan Central School,2015,93.3
1131,Barellan Central School,2016,92.3
1131,Barellan Central School,2017,92.1
1131,Barellan Central School,2018,92.2
1131,Barellan Central School,2019,89.8
1131,Barellan Central School,2021,83.3
1131,Barellan Central School,2022,83.9
1134,Bargo Public School,2011,95.1
1134,Bargo Public School,2012,94.8
1134,Bargo Public School,2013,94
1134,Bargo Public School,2014,94.9
1134,Bargo Public School,2015,93.3
1134,Bargo Public School,2016,94.5
1134,Bargo Public School,2017,94.2
1134,Bargo Public School,2018,92.7
1134,Bargo Public School,2019,91.8
1134,Bargo Public School,2021,91.1
1134,Bargo Public School,2022,84.2
8461,Barham High School,2011,89.9
8461,Barham High School,2012,90.8
8461,Barham High School,2013,90.3
8461,Barham High School,2014,89.6
8461,Barham High School,2015,91.4
8461,Barham High School,2016,92.1
8461,Barham High School,2017,88.9
8461,Barham High School,2018,88.2
8461,Barham High School,2019,87.4
8461,Barham High School,2021,84.1
8461,Barham High School,2022,81.4
1135,Barham Public School,2011,94.3
1135,Barham Public School,2012,94.7
1135,Barham Public School,2013,95.1
1135,Barham Public School,2014,94.2
1135,Barham Public School,2015,93.5
1135,Barham Public School,2016,93
1135,Barham Public School,2017,94.3
1135,Barham Public School,2018,94.1
1135,Barham Public School,2019,91.8
1135,Barham Public School,2021,94
1135,Barham Public School,2022,90.1
1136,Barkers Vale Public School,2011,86.1
1136,Barkers Vale Public School,2012,86.6
1136,Barkers Vale Public School,2013,86.1
1136,Barkers Vale Public School,2014,87.8
1136,Barkers Vale Public School,2015,86.3
1136,Barkers Vale Public School,2016,87
1136,Barkers Vale Public School,2017,87
1136,Barkers Vale Public School,2018,83.1
1136,Barkers Vale Public School,2019,84.4
1136,Barkers Vale Public School,2021,84.1
1136,Barkers Vale Public School,2022,83
1137,Barmedman Public School,2011,96.2
1137,Barmedman Public School,2012,94.8
1137,Barmedman Public School,2013,95.1
1137,Barmedman Public School,2014,93.7
1137,Barmedman Public School,2015,96.4
1137,Barmedman Public School,2016,95.2
1137,Barmedman Public School,2017,97.7
1137,Barmedman Public School,2018,96.6
1137,Barmedman Public School,2019,90.9
1137,Barmedman Public School,2021,93.4
1137,Barmedman Public School,2022,89.4
4599,Barnier Public School,2011,94.5
4599,Barnier Public School,2012,94.1
4599,Barnier Public School,2013,94.7
4599,Barnier Public School,2014,94.9
4599,Barnier Public School,2015,92.6
4599,Barnier Public School,2016,93.3
4599,Barnier Public School,2017,94.8
4599,Barnier Public School,2018,94.5
4599,Barnier Public School,2019,93.3
4599,Barnier Public School,2021,93.6
4599,Barnier Public School,2022,87.1
1138,Barnsley Public School,2011,93.9
1138,Barnsley Public School,2012,93.1
1138,Barnsley Public School,2013,94.7
1138,Barnsley Public School,2014,94.6
1138,Barnsley Public School,2015,94.5
1138,Barnsley Public School,2016,94.1
1138,Barnsley Public School,2017,93.8
1138,Barnsley Public School,2018,91.1
1138,Barnsley Public School,2019,92.2
1138,Barnsley Public School,2021,91.1
1138,Barnsley Public School,2022,86.9
1139,Barooga Public School,2011,91.7
1139,Barooga Public School,2012,92.6
1139,Barooga Public School,2013,94.2
1139,Barooga Public School,2014,95.4
1139,Barooga Public School,2015,93.3
1139,Barooga Public School,2016,94
1139,Barooga Public School,2017,94.8
1139,Barooga Public School,2018,93.6
1139,Barooga Public School,2019,92.6
1139,Barooga Public School,2021,92
1139,Barooga Public School,2022,88.1
1140,Barraba Central School,2011,92.3
1140,Barraba Central School,2012,93.2
1140,Barraba Central School,2013,93
1140,Barraba Central School,2014,90.8
1140,Barraba Central School,2015,89.2
1140,Barraba Central School,2016,85.5
1140,Barraba Central School,2017,87.5
1140,Barraba Central School,2018,82.7
1140,Barraba Central School,2019,86.3
1140,Barraba Central School,2021,84.2
1140,Barraba Central School,2022,83.6
4501,Barrack Heights Public School,2011,91.9
4501,Barrack Heights Public School,2012,91.3
4501,Barrack Heights Public School,2013,91
4501,Barrack Heights Public School,2014,91.4
4501,Barrack Heights Public School,2015,93.1
4501,Barrack Heights Public School,2016,93.7
